Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
2,84,No,9,8,65
3,46,Yes,8,4,25
4,50,Yes,8,5,34
5,53,No,7,2,42
7,65,Yes,6,5,62
1,75,No,8,7,50
5,63,Yes,9,8,53
4,80,Yes,8,9,63
9,90,Yes,8,7,89
7,43,No,4,2,33
4,96,Yes,4,8,77
5,53,No,4,4,36
4,67,No,9,3,53
8,40,Yes,6,7,34
8,62,No,6,8,53
4,43,No,7,1,25
5,40,Yes,6,9,27
9,87,Yes,6,5,85
3,61,No,6,6,44
7,54,Yes,8,9,47
7,85,Yes,9,7,78
7,47,Yes,9,6,36
7,66,No,9,7,60
4,99,Yes,6,1,82
6,56,Yes,7,1,45
6,59,Yes,7,4,47
5,68,Yes,8,7,54
8,87,Yes,4,7,81
1,98,Yes,5,6,73
4,59,No,9,6,46
3,78,No,9,3,60
7,86,No,6,0,77
1,94,Yes,6,4,70
6,68,No,6,3,58
5,98,Yes,6,3,81
4,58,Yes,7,1,40
2,89,No,8,1,66
8,57,No,6,6,50
1,58,No,6,8,34
8,44,Yes,5,6,39
8,92,Yes,5,5,85
1,83,No,7,2,58
7,57,Yes,9,9,48
6,68,Yes,4,5,54
9,85,Yes,8,1,83
9,49,Yes,8,9,48
5,55,Yes,8,3,42
7,83,Yes,5,9,78
9,72,No,7,6,73
6,44,Yes,6,8,34
2,41,No,4,1,13
9,69,Yes,5,6,66
5,42,Yes,6,6,27
5,49,Yes,7,2,31
7,64,Yes,8,5,58
1,44,No,8,8,18
2,63,No,8,9,39
3,66,No,7,3,44
4,93,Yes,5,3,79
6,49,No,8,8,38
9,87,No,7,7,87
6,66,No,9,0,56
1,74,Yes,7,4,50
7,99,Yes,6,7,96
5,49,No,4,7,33
5,76,No,9,8,65
8,88,No,7,2,84
8,62,No,9,9,57
2,59,Yes,7,6,38
6,59,Yes,8,5,49
9,80,Yes,6,1,77
6,62,No,4,3,51
4,43,No,7,6,26
3,52,Yes,5,7,33
3,84,No,6,6,61
1,91,No,4,2,64
8,98,Yes,8,2,92
6,64,Yes,8,8,56
2,98,Yes,8,5,78
9,77,No,7,0,72
7,98,No,8,9,90
3,71,Yes,9,9,51
9,43,Yes,6,6,43
8,54,Yes,8,4,52
3,77,No,8,6,56
3,41,No,9,1,22
6,96,Yes,9,0,84
8,42,Yes,7,8,38
7,95,No,4,4,85
1,43,No,7,7,20
2,99,Yes,6,3,81
9,91,No,4,9,93
5,54,No,7,7,38
9,53,No,4,2,47
1,98,No,9,0,72
2,57,No,6,0,30
5,66,Yes,5,5,49
7,92,No,6,3,85
3,69,Yes,8,6,51
9,77,No,7,1,72
7,43,No,8,9,32
5,92,Yes,8,0,79
2,70,Yes,5,8,47
4,64,No,8,0,45
1,75,No,9,4,52
8,91,No,9,8,88
9,53,Yes,6,9,49
1,77,Yes,6,9,51
1,99,No,7,5,76
1,86,No,7,4,60
2,84,No,8,0,62
1,53,No,5,9,26
2,68,Yes,7,4,46
3,82,Yes,5,9,63
1,71,Yes,9,6,51
7,91,No,9,9,83
8,70,No,5,4,63
7,46,Yes,5,5,37
1,89,Yes,4,1,63
1,75,No,7,6,48
9,84,Yes,6,2,81
4,44,Yes,8,7,26
5,99,Yes,9,3,88
1,49,Yes,4,4,20
3,97,No,6,4,75
2,81,No,4,9,62
9,79,No,4,7,77
1,98,No,8,2,74
1,79,Yes,9,4,53
5,71,No,5,6,55
3,43,No,8,0,23
7,45,No,4,4,31
8,86,No,9,3,81
1,90,Yes,9,3,67
1,89,No,4,7,65
9,66,No,9,3,61
5,98,Yes,7,9,83
3,61,No,6,1,42
1,90,No,5,6,65
2,52,Yes,4,1,25
7,41,Yes,7,7,34
5,54,No,4,9,37
7,90,No,9,8,82
7,50,Yes,7,2,42
6,45,No,4,0,30
1,72,Yes,8,9,49
6,69,No,9,7,59
4,91,Yes,8,9,73
2,46,Yes,4,5,23
5,43,Yes,7,0,27
9,44,No,7,8,39
1,97,Yes,4,1,70
3,44,No,6,2,23
3,98,No,9,0,80
2,54,Yes,5,2,32
9,54,No,8,2,47
3,46,Yes,7,8,28
6,66,Yes,4,5,53
2,51,Yes,5,1,29
9,87,Yes,8,5,87
4,58,Yes,4,7,39
1,71,Yes,8,3,47
6,78,Yes,5,6,66
9,78,No,9,0,77
9,60,No,7,4,57
6,73,Yes,7,0,60
1,79,No,8,3,56
6,96,Yes,9,0,84
6,68,Yes,6,4,56
1,86,Yes,7,3,67
8,69,No,4,6,61
6,42,No,6,8,33
6,77,Yes,9,3,70
9,44,Yes,8,6,39
6,84,No,9,5,74
2,89,No,8,0,67
5,40,Yes,8,9,25
2,95,No,7,7,71
5,41,Yes,5,7,26
3,86,No,9,0,64
5,74,Yes,6,5,61
4,82,No,8,2,69
4,74,Yes,5,5,60
4,67,Yes,6,1,49
8,92,Yes,8,3,88
6,51,Yes,7,3,37
2,66,No,9,7,46
7,72,No,9,6,62
3,60,No,7,7,42
8,92,Yes,7,2,89
6,69,No,5,5,56
1,90,Yes,9,3,67
3,58,Yes,6,1,41
2,97,No,6,7,74
8,75,Yes,4,1,70
2,48,No,7,1,22
4,73,No,7,4,53
1,42,Yes,5,8,18
6,97,Yes,8,6,88
5,51,Yes,7,1,37
1,85,No,7,8,60
2,65,No,4,0,39
8,61,No,6,0,53
3,78,Yes,4,3,57
8,57,No,7,1,45
7,80,No,8,3,71
9,58,Yes,6,2,55
8,53,Yes,7,4,46
9,58,No,9,0,54
1,42,No,4,2,18
7,62,No,7,2,52
7,73,Yes,9,5,66
7,50,Yes,5,0,44
2,98,Yes,6,3,75
6,45,No,7,4,32
9,53,No,4,2,47
9,50,No,7,8,49
8,56,Yes,6,1,46
5,89,No,6,0,76
7,44,No,4,7,30
2,84,No,8,9,60
7,89,No,7,6,86
8,88,Yes,4,5,82
5,58,No,4,8,42
5,81,Yes,5,9,66
9,94,Yes,8,5,94
6,80,Yes,4,7,67
3,92,Yes,7,9,73
6,96,No,6,6,85
1,76,No,5,3,52
8,49,Yes,6,9,41
1,50,Yes,7,3,26
5,72,No,7,0,51
7,80,No,8,4,75
5,78,Yes,8,2,62
3,56,Yes,8,7,38
3,51,Yes,4,1,30
4,42,No,4,9,24
3,53,Yes,8,1,35
1,85,No,4,6,60
2,52,Yes,9,8,28
8,94,No,8,6,88
8,57,No,5,2,50
2,62,No,5,1,37
5,62,No,9,1,43
9,69,No,9,0,69
9,57,No,5,0,51
8,75,No,8,0,69
7,63,Yes,6,5,56
7,83,No,9,7,75
1,76,No,7,3,50
2,64,No,9,0,43
5,79,No,8,5,65
5,80,Yes,9,9,70
4,69,No,4,0,50
9,61,No,8,2,57
2,78,No,7,4,54
2,54,Yes,8,9,34
4,98,No,8,5,82
3,98,No,5,9,76
7,73,Yes,6,8,63
2,74,Yes,6,2,50
5,64,Yes,6,7,49
4,95,No,6,0,78
5,52,Yes,9,3,39
2,40,No,4,4,20
9,86,Yes,6,9,83
2,46,No,4,3,22
4,87,No,8,4,71
1,54,No,7,3,26
4,98,Yes,9,6,84
3,87,Yes,8,7,68
2,48,No,7,3,25
9,55,No,8,8,54
2,98,No,9,6,78
3,84,No,6,6,61
2,88,No,5,1,64
7,99,No,4,1,87
1,40,No,7,4,11
9,52,Yes,5,1,47
3,82,No,4,8,60
1,51,Yes,8,7,26
8,83,No,4,1,73
7,73,No,8,1,65
7,71,Yes,5,0,60
5,88,Yes,9,9,76
9,54,Yes,8,6,52
7,80,No,4,8,70
9,96,Yes,8,9,95
1,78,Yes,5,9,52
4,84,No,5,3,65
3,40,No,7,7,21
7,76,No,6,8,68
6,97,Yes,8,6,88
1,94,Yes,9,3,68
2,60,No,4,9,35
3,54,Yes,6,6,34
2,92,No,4,5,71
7,67,No,5,2,59
2,44,Yes,9,8,26
5,64,Yes,4,3,51
3,41,No,5,8,20
7,55,No,5,4,46
6,89,No,4,2,74
6,54,Yes,5,5,44
7,92,No,4,2,81
4,66,No,6,9,49
3,82,Yes,8,6,63
7,67,Yes,8,6,60
8,88,Yes,5,6,82
3,81,Yes,8,5,62
1,94,Yes,6,9,69
4,64,No,8,0,45
7,42,Yes,6,3,35
5,66,Yes,8,6,50
5,45,No,5,8,30
3,71,No,6,5,51
7,93,Yes,5,7,83
8,67,Yes,5,9,64
6,75,Yes,5,2,59
5,75,No,9,8,62
6,83,Yes,6,7,72
6,49,Yes,8,4,37
2,85,No,6,3,63
3,73,Yes,5,0,50
2,40,No,9,8,18
3,91,Yes,6,7,73
7,60,Yes,9,3,48
1,55,No,4,3,27
2,79,No,8,8,57
5,83,No,7,6,67
2,60,No,9,0,35
5,40,Yes,8,6,28
8,79,No,6,4,74
8,72,Yes,7,6,67
1,79,No,7,4,52
3,40,No,4,7,17
6,78,No,6,5,66
2,44,No,7,9,18
4,62,No,9,9,53
9,50,No,7,8,45
3,86,Yes,6,9,68
6,63,No,7,9,48
7,53,No,8,8,47
1,41,Yes,6,7,16
1,58,No,6,8,34
3,82,Yes,4,3,61
5,70,Yes,5,3,53
5,70,Yes,8,2,55
4,93,No,4,9,75
8,69,No,7,1,63
5,63,No,9,7,51
2,45,Yes,7,1,19
5,75,Yes,6,8,62
5,66,No,5,5,51
1,77,No,6,5,52
7,81,No,6,1,69
1,61,Yes,6,6,37
8,68,No,6,1,69
1,89,Yes,8,5,63
2,97,Yes,9,7,73
3,98,No,6,5,80
4,65,No,9,7,49
8,95,Yes,9,5,94
1,49,No,6,8,24
6,93,No,5,5,84
9,72,No,9,5,68
6,58,No,7,4,45
4,88,Yes,4,6,69
9,63,Yes,7,8,62
4,61,No,9,0,43
7,54,Yes,6,4,45
7,57,Yes,7,7,49
3,69,Yes,6,7,49
5,84,Yes,9,6,73
2,44,No,4,1,20
1,69,Yes,8,6,48
9,78,No,7,4,76
4,44,No,9,1,25
7,46,No,7,8,37
5,73,Yes,5,3,59
2,51,No,7,7,28
1,71,Yes,8,1,44
5,61,Yes,7,3,48
2,62,Yes,9,4,40
2,59,Yes,6,2,35
8,94,No,7,4,90
7,69,No,8,1,61
1,87,No,7,2,58
6,84,Yes,4,5,72
5,79,No,7,0,63
9,85,Yes,8,1,81
2,48,Yes,5,5,26
9,70,No,5,9,67
3,79,No,9,5,63
2,59,Yes,4,2,36
9,91,Yes,5,2,88
3,81,No,6,3,62
7,93,No,4,4,84
7,76,Yes,7,7,67
5,89,Yes,7,1,76
6,99,Yes,5,9,93
7,47,No,7,1,37
8,69,Yes,9,4,64
6,44,No,7,6,30
2,95,No,5,5,73
8,44,No,8,4,40
7,92,No,6,3,85
9,91,Yes,7,1,86
3,87,Yes,8,1,68
6,62,Yes,7,6,51
6,97,Yes,5,4,87
2,46,No,7,1,24
6,78,Yes,6,3,69
6,43,Yes,7,4,29
7,72,No,7,2,62
8,52,Yes,7,2,47
8,47,No,4,9,40
8,97,No,7,3,93
1,48,No,7,2,20
5,84,No,9,6,76
2,86,No,6,5,61
6,60,No,8,7,50
9,97,No,5,7,95
7,90,Yes,4,8,82
1,69,No,8,8,44
7,70,No,7,9,60
8,43,Yes,7,0,36
6,90,Yes,4,7,81
1,65,No,4,5,40
8,87,No,5,5,79
2,58,No,9,7,37
8,66,No,5,2,60
6,74,No,6,9,62
7,90,Yes,4,1,76
6,68,No,5,5,55
8,89,Yes,5,5,82
9,41,No,7,9,41
6,77,No,7,0,66
8,95,Yes,9,5,94
2,60,Yes,8,0,36
9,85,No,9,1,80
9,43,Yes,8,8,41
8,91,No,8,9,87
7,79,Yes,6,8,72
2,60,No,4,5,40
8,47,Yes,6,8,40
3,54,Yes,6,7,36
9,66,No,9,3,61
5,50,No,4,5,32
1,75,Yes,4,4,46
7,76,No,7,3,64
5,74,Yes,4,6,60
9,78,No,7,1,71
1,97,Yes,8,7,73
3,77,No,8,6,56
3,61,Yes,7,3,39
9,55,Yes,8,5,56
1,64,No,7,2,35
2,81,No,7,2,59
7,49,No,6,6,35
7,49,No,6,0,42
4,71,Yes,8,9,55
1,62,No,6,7,39
5,54,Yes,8,9,40
6,42,No,9,5,29
2,77,Yes,9,6,56
8,60,Yes,6,2,52
1,72,No,6,4,51
8,58,Yes,7,4,56
7,84,No,7,9,76
6,87,Yes,5,4,77
3,48,Yes,9,7,25
5,56,Yes,5,8,42
6,64,No,8,0,52
6,99,Yes,5,9,93
2,54,Yes,8,1,30
7,62,Yes,8,7,54
4,49,Yes,6,7,32
4,72,Yes,5,3,56
5,97,Yes,5,3,84
4,74,Yes,8,6,55
7,84,Yes,5,0,73
6,60,No,8,7,50
4,90,No,6,3,75
8,41,No,8,5,37
6,41,Yes,9,1,31
5,61,Yes,5,8,48
8,91,No,7,1,83
9,69,No,5,7,66
1,71,Yes,5,0,45
7,89,No,5,5,78
3,49,Yes,4,0,26
3,99,No,8,6,82
5,58,No,8,2,43
2,79,No,8,9,55
8,99,No,5,5,92
8,92,Yes,7,8,89
1,97,No,8,3,68
8,75,No,4,1,66
3,52,Yes,4,7,32
6,52,No,4,4,35
1,43,Yes,9,8,20
6,63,No,7,4,51
4,65,No,6,5,50
3,49,Yes,9,4,31
3,98,Yes,4,0,72
5,98,No,9,0,84
7,72,Yes,7,3,63
2,46,No,4,3,22
8,75,No,7,6,69
9,87,Yes,7,6,84
4,56,Yes,8,8,37
6,97,Yes,7,6,88
6,97,No,8,7,92
3,48,Yes,7,3,27
7,93,No,6,8,84
1,86,No,9,8,60
8,48,No,8,2,42
1,59,Yes,8,5,34
4,92,Yes,4,7,75
7,41,Yes,9,0,32
6,52,Yes,6,6,43
4,65,No,5,7,45
9,63,Yes,4,2,59
2,60,Yes,8,0,36
5,52,No,4,9,36
8,47,Yes,5,9,43
7,60,Yes,9,3,52
6,53,Yes,7,8,43
1,95,No,6,9,69
1,55,No,9,3,29
4,87,Yes,7,5,70
2,77,Yes,4,8,53
8,96,No,6,6,89
7,84,No,6,9,74
6,64,No,7,9,54
3,94,Yes,4,4,77
2,93,No,8,4,71
7,54,Yes,7,3,43
4,46,Yes,8,1,30
9,90,Yes,9,8,90
2,44,Yes,7,4,19
5,67,Yes,7,6,51
7,90,Yes,7,2,83
6,94,Yes,5,1,77
1,68,No,6,8,42
1,91,No,8,4,64
7,79,No,7,5,72
9,92,No,4,3,86
6,98,No,8,0,85
8,85,Yes,8,7,83
1,44,No,8,6,19
4,98,Yes,8,4,80
9,88,Yes,8,5,87
8,66,No,6,8,56
9,75,No,8,6,71
7,43,Yes,8,0,38
4,47,No,8,6,28
9,77,No,9,0,76
7,74,Yes,5,7,66
6,74,No,5,6,62
2,63,Yes,5,0,38
7,73,Yes,7,0,67
9,53,Yes,5,5,49
1,78,No,8,5,54
9,79,No,7,7,78
2,48,Yes,6,3,29
6,70,No,5,7,56
2,42,No,7,9,22
5,47,Yes,8,7,34
3,67,Yes,7,4,49
5,42,No,7,2,29
4,99,Yes,9,0,84
6,47,Yes,6,4,32
6,70,No,6,0,60
4,71,Yes,4,6,53
5,41,Yes,4,6,25
2,66,No,6,9,43
1,41,Yes,5,5,14
7,75,Yes,9,5,64
9,58,Yes,9,0,55
5,59,Yes,9,0,43
4,42,No,5,4,22
7,62,No,8,5,57
2,40,Yes,6,8,20
5,94,No,9,2,84
3,40,No,4,7,17
3,44,Yes,9,3,24
3,95,No,8,7,76
2,55,No,4,7,32
9,84,No,7,4,78
4,54,Yes,7,0,37
3,78,Yes,8,2,63
4,83,Yes,7,7,67
4,57,No,4,7,40
2,43,No,7,3,19
5,64,Yes,6,2,49
9,40,No,4,0,34
8,83,No,7,8,79
3,55,No,4,8,36
9,52,Yes,5,1,47
3,87,Yes,7,1,66
9,60,No,5,4,59
6,90,No,7,0,77
8,94,Yes,8,6,88
7,64,Yes,4,7,55
3,66,No,7,8,45
5,85,No,6,1,72
3,97,No,5,7,77
7,91,No,4,3,83
6,96,No,5,7,85
8,62,No,9,9,57
7,98,No,8,5,91
7,80,Yes,7,5,72
4,57,No,4,3,37
6,58,Yes,8,2,45
1,52,Yes,6,3,27
7,84,No,9,6,78
1,76,No,8,5,53
5,84,No,8,0,70
1,85,No,8,7,62
3,53,Yes,5,2,31
3,90,Yes,7,7,71
6,53,Yes,7,8,43
9,62,Yes,7,2,63
7,56,No,7,5,49
5,90,No,8,2,75
5,56,Yes,7,6,43
8,95,No,8,1,94
6,45,No,7,9,34
2,47,No,9,5,29
6,54,Yes,9,6,47
6,77,No,7,1,72
6,47,No,4,9,33
3,62,No,9,6,43
2,76,Yes,4,7,51
3,54,No,5,0,32
6,57,No,7,6,48
6,49,No,6,0,39
7,45,Yes,5,8,39
4,96,No,6,2,81
9,59,Yes,4,0,55
3,64,No,4,8,44
4,98,Yes,9,7,81
6,99,Yes,9,4,88
6,68,No,9,6,56
5,94,Yes,8,4,80
4,48,No,8,2,30
1,61,Yes,4,1,32
8,56,No,9,5,52
2,71,Yes,8,4,50
5,43,Yes,6,4,31
9,72,Yes,8,0,69
4,86,Yes,4,4,68
9,51,No,8,3,47
4,98,No,7,2,78
5,66,Yes,8,6,50
1,98,No,5,2,72
5,60,Yes,9,0,49
5,43,Yes,7,9,29
4,84,No,9,1,67
5,51,Yes,5,1,39
2,81,Yes,5,9,61
6,64,Yes,4,9,48
1,79,Yes,8,8,56
2,72,No,9,1,52
2,47,Yes,6,3,30
5,86,Yes,8,5,73
9,90,No,9,1,87
2,60,Yes,4,7,39
6,63,No,5,5,49
3,65,Yes,4,6,44
9,83,Yes,8,9,85
2,60,No,5,7,38
4,98,Yes,9,6,84
1,76,Yes,4,2,49
7,91,No,4,3,82
2,94,Yes,8,9,75
8,57,No,5,4,53
7,65,Yes,7,3,58
2,87,Yes,7,1,66
9,78,Yes,6,7,75
1,92,No,9,5,70
9,60,No,9,1,61
4,41,Yes,6,1,24
2,83,Yes,9,7,64
8,92,No,6,0,90
8,96,No,9,6,95
6,71,No,6,6,55
7,82,No,7,4,70
9,63,No,9,5,64
8,80,No,9,5,72
1,56,No,7,4,28
1,81,Yes,5,6,57
2,77,Yes,8,6,55
4,85,No,9,4,65
6,54,No,6,0,43
7,68,No,9,8,60
9,78,No,8,9,75
5,53,Yes,8,1,41
9,41,No,9,8,39
4,75,No,7,1,57
3,70,Yes,8,1,47
3,78,No,8,8,57
5,82,No,5,2,66
1,61,Yes,6,7,35
3,65,No,5,0,44
2,70,No,9,3,48
7,43,No,9,6,40
6,47,Yes,4,9,35
7,49,No,9,1,40
7,93,No,6,0,85
9,41,Yes,5,5,38
4,44,Yes,9,5,27
1,44,Yes,9,7,16
7,68,Yes,7,5,60
8,45,Yes,6,4,41
8,93,No,4,9,87
6,66,Yes,8,1,55
2,42,No,6,1,19
1,42,No,4,7,18
2,80,Yes,4,5,55
7,99,No,7,3,93
1,90,No,4,6,63
4,44,Yes,6,9,29
2,94,No,9,5,74
1,40,No,7,4,14
2,85,Yes,9,3,61
2,49,No,8,4,28
8,99,No,9,3,97
7,44,No,9,9,37
7,45,Yes,6,6,38
6,55,No,5,1,43
9,65,No,8,7,64
2,88,No,5,4,64
6,73,Yes,8,2,63
1,99,No,6,9,76
4,53,No,8,9,40
8,73,No,4,1,66
3,60,No,7,7,42
9,46,Yes,8,3,39
4,88,Yes,5,4,69
1,42,Yes,9,7,17
7,92,No,6,3,85
2,55,No,9,1,34
2,44,No,8,7,20
3,41,No,4,1,18
9,56,No,6,9,55
9,68,No,5,5,66
4,97,No,4,1,81
9,88,Yes,7,6,86
4,79,No,4,7,64
8,90,No,9,5,84
3,88,No,4,4,65
6,60,No,7,3,47
9,79,Yes,6,9,78
1,66,No,8,2,40
8,94,Yes,8,7,89
9,73,No,8,7,68
6,98,No,5,9,87
2,41,No,8,8,18
9,62,Yes,7,5,56
1,44,No,8,8,21
2,63,Yes,5,8,36
4,94,No,4,3,77
3,51,No,7,4,34
4,52,No,9,5,38
9,72,No,6,5,70
1,54,No,6,1,27
5,52,Yes,8,0,35
6,54,Yes,8,8,44
7,75,Yes,4,5,66
2,54,Yes,9,9,38
5,96,No,4,1,79
4,78,No,5,4,59
9,54,No,7,4,50
2,66,Yes,6,7,47
1,41,No,4,3,15
1,87,Yes,8,8,61
2,68,Yes,5,3,44
4,61,No,9,3,44
7,41,Yes,7,7,34
4,41,Yes,8,7,23
2,75,Yes,7,6,58
8,58,No,9,6,54
1,97,Yes,4,1,70
5,75,No,5,1,59
8,68,No,9,5,60
5,44,No,6,5,28
4,61,Yes,9,9,47
6,51,No,6,4,40
4,98,No,7,7,80
6,41,No,4,1,28
2,68,Yes,7,9,46
9,74,Yes,6,5,69
6,81,Yes,4,1,67
5,49,No,7,4,34
4,69,Yes,9,9,55
3,63,Yes,5,2,45
7,93,No,4,4,84
4,93,Yes,6,9,75
3,55,No,9,4,38
7,67,Yes,8,0,61
5,97,No,8,1,81
2,41,Yes,4,6,13
8,59,Yes,6,4,55
8,81,No,6,2,72
5,95,No,8,8,81
3,58,No,5,8,40
4,70,Yes,6,5,50
6,77,No,7,0,66
5,83,No,4,6,69
8,44,No,8,4,41
5,54,Yes,6,6,38
3,49,Yes,7,0,24
9,51,Yes,5,6,48
7,42,Yes,8,9,33
9,62,No,7,3,59
1,62,No,5,5,37
3,61,Yes,6,3,41
4,57,No,4,7,40
1,83,Yes,6,6,60
2,70,No,4,1,51
2,70,Yes,6,3,47
9,98,No,6,6,95
8,92,Yes,7,2,89
5,63,Yes,4,0,48
2,91,Yes,8,8,70
8,64,No,6,1,56
8,93,Yes,9,8,91
7,62,No,9,0,58
4,96,No,6,0,78
6,71,No,7,9,60
8,73,No,9,7,66
2,66,No,9,5,45
7,88,Yes,8,0,78
2,47,No,6,8,21
4,94,Yes,8,1,78
2,63,Yes,4,5,41
8,61,Yes,4,2,53
2,97,Yes,7,9,76
4,61,No,8,5,44
9,94,Yes,7,5,93
6,64,Yes,6,9,54
8,64,Yes,6,1,58
5,50,Yes,4,3,34
9,57,No,7,1,50
7,74,Yes,9,4,69
7,47,Yes,5,3,39
1,75,Yes,4,4,46
7,58,Yes,8,0,51
8,45,No,5,3,38
9,77,Yes,4,8,74
2,57,No,6,7,34
6,66,Yes,5,9,59
6,68,Yes,5,7,58
7,65,Yes,8,2,56
8,80,No,5,1,74
9,97,Yes,7,8,95
4,43,No,5,1,22
1,97,Yes,6,4,72
7,81,No,8,1,72
5,73,No,7,4,59
3,87,Yes,7,5,72
7,57,No,6,9,53
9,61,Yes,4,7,56
4,64,No,9,1,47
3,98,No,9,0,80
6,86,No,7,0,76
1,81,No,7,0,59
9,43,No,6,5,41
1,89,Yes,5,5,64
3,74,Yes,4,1,56
3,97,Yes,5,1,77
6,64,Yes,4,5,49
3,95,No,7,1,74
5,60,No,6,9,44
2,42,Yes,6,8,15
9,54,No,5,3,53
9,48,Yes,7,5,44
3,90,Yes,9,9,75
1,92,Yes,4,8,66
4,67,No,7,8,51
2,96,Yes,6,3,71
6,54,Yes,8,8,44
6,92,Yes,7,9,80
3,46,No,4,1,26
6,55,Yes,7,2,46
2,86,Yes,6,2,62
6,78,Yes,4,2,70
8,48,No,9,0,37
1,82,No,7,6,55
1,42,No,9,5,18
5,85,No,6,1,72
4,54,Yes,6,8,39
1,40,No,6,0,15
3,69,Yes,4,4,44
4,72,Yes,9,2,55
9,60,No,9,1,61
3,82,Yes,4,3,61
7,50,No,7,2,42
7,66,Yes,8,7,60
9,53,No,5,1,47
5,42,Yes,5,5,27
6,44,Yes,9,9,34
4,80,Yes,5,1,60
6,42,No,8,6,29
4,53,Yes,5,4,33
5,97,Yes,7,4,83
8,63,Yes,9,2,58
7,90,Yes,7,2,83
3,45,No,6,0,25
4,60,Yes,8,7,46
2,55,Yes,8,7,32
9,51,No,7,1,44
8,66,No,7,2,59
3,56,Yes,4,8,37
1,44,No,9,1,16
8,49,Yes,6,9,41
1,80,No,5,2,53
4,52,Yes,6,0,37
9,74,No,4,7,71
9,64,No,4,3,59
7,99,Yes,4,3,94
1,93,No,6,7,67
1,97,No,9,8,70
3,94,Yes,7,1,74
5,94,No,5,6,81
3,79,Yes,6,3,62
6,95,No,9,4,86
9,72,No,9,8,69
6,42,No,5,5,28
2,52,Yes,8,9,31
4,97,No,8,4,84
3,84,No,6,6,61
1,95,Yes,6,0,67
1,71,No,7,9,46
4,93,Yes,4,0,75
3,46,Yes,6,1,27
3,89,Yes,5,4,69
3,46,Yes,8,4,26
2,51,No,9,9,28
9,40,No,6,5,38
5,51,No,7,5,37
4,53,No,8,3,37
3,52,No,6,7,33
3,41,Yes,9,4,23
3,62,Yes,5,3,39
5,40,No,6,5,28
2,96,No,4,7,75
5,84,No,4,7,69
2,89,Yes,5,5,70
7,76,No,8,8,71
8,60,No,7,9,54
5,51,No,7,7,39
2,69,No,8,5,49
9,67,No,7,9,65
6,70,Yes,7,2,59
8,99,Yes,7,9,97
7,60,No,7,2,49
5,82,No,5,2,66
1,90,No,5,0,60
7,73,No,7,5,65
8,86,Yes,6,0,79
6,76,Yes,9,9,69
7,42,No,5,5,33
5,86,Yes,8,7,77
3,60,Yes,8,2,38
1,93,No,4,2,65
6,65,No,8,1,49
1,57,No,9,2,29
9,54,No,6,2,53
3,97,Yes,5,9,78
3,77,Yes,9,6,60
9,57,No,8,9,55
1,62,Yes,5,4,37
7,95,Yes,4,7,87
1,45,No,6,7,23
3,41,No,8,8,20
6,88,No,5,8,76
9,46,Yes,9,0,44
1,75,No,8,7,50
4,65,No,5,9,49
4,73,Yes,7,0,56
3,83,Yes,4,4,64
1,92,Yes,6,9,66
6,56,No,9,7,50
7,40,Yes,6,9,28
5,62,No,7,8,45
7,85,No,5,2,75
3,73,Yes,4,6,55
8,83,Yes,4,1,74
5,54,Yes,8,5,41
6,76,Yes,6,9,65
9,86,No,6,6,82
3,88,Yes,7,7,69
9,45,Yes,7,4,43
1,48,Yes,6,9,24
8,89,Yes,9,8,84
1,89,No,7,9,68
7,97,Yes,7,2,88
8,74,Yes,7,0,69
3,40,No,8,2,20
1,63,No,9,3,39
1,53,Yes,9,5,24
1,44,Yes,7,3,17
8,62,No,5,6,56
4,81,Yes,5,2,60
9,41,Yes,7,6,39
9,81,No,7,9,75
2,89,No,6,9,69
4,63,Yes,9,1,42
9,62,Yes,8,9,60
1,44,No,9,9,16
3,75,Yes,9,4,60
6,51,No,9,1,40
8,73,No,5,4,68
1,48,Yes,7,9,19
1,71,No,8,9,46
8,88,Yes,7,3,85
2,88,No,8,6,65
3,42,Yes,5,5,20
5,81,No,7,9,66
6,83,Yes,6,7,73
9,80,Yes,6,1,77
5,76,No,4,8,61
4,79,No,5,4,61
8,58,No,5,3,52
9,40,Yes,9,5,40
7,75,No,7,1,65
2,77,Yes,8,6,55
5,92,Yes,4,9,79
1,50,No,7,4,24
7,45,Yes,8,0,37
3,40,No,7,6,22
9,76,Yes,9,6,75
4,72,No,8,4,52
9,97,No,9,7,97
4,95,No,9,9,79
9,45,Yes,8,4,43
5,83,No,5,0,68
7,67,Yes,9,7,63
7,74,Yes,5,7,66
8,68,No,7,3,61
7,83,No,6,0,73
7,41,Yes,7,4,31
1,52,Yes,4,4,25
2,98,Yes,6,3,73
3,57,No,6,3,37
8,49,Yes,4,8,46
1,47,No,9,0,20
1,79,Yes,9,4,53
7,56,Yes,7,5,45
2,63,No,6,0,39
3,66,No,9,9,46
9,43,No,7,9,43
6,43,No,8,6,29
1,82,No,4,6,52
4,54,Yes,7,0,37
4,61,Yes,4,0,40
6,71,No,8,6,62
7,79,Yes,5,9,71
2,99,Yes,7,6,80
6,75,No,4,6,63
5,56,Yes,8,8,43
6,55,Yes,8,6,46
7,63,Yes,6,5,56
1,94,No,6,8,71
6,83,No,5,0,72
2,44,No,8,8,28
3,88,No,8,6,71
1,49,Yes,6,3,21
5,40,Yes,7,8,26
9,54,Yes,5,7,50
